ID,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation,ImageURL,Category
Ch7_Q28,Which of the following is true of calcaneal fractures?,They are typically associated with an increased Bohlers angle,They are extra-articular in the majority of cases,The Sanders classification is based upon the number and location of articular fragments on sagittal CT scan,The wound complication rate is 5 following open reduction and internal fixation,Bilateral fractures occur in 5-10 of cases,E,Calcaneal fractures occur after an axial load and are bilateral in 5-10% of cases. They are associated with a spinal injury in about 10%. The majority 75% are intra-articular and result in a decreased Bohlers angle. The Sanders classification is based on coronal CT not sagittal CT.,,Foot and Ankle
Ch7_Q29,A 12-year-old boy presents with a painful flatfoot. Lateral radiographs show an anteater sign. The most likely diagnosis is?,Plantar fasciitis,Accessory navicular,Tibialis posterior rupture,Talocalcaneal coalition,Calcaneonavicular coalition,E,The anteater sign is seen on lateral radiographs with calcaneonavicular coalition where the anterior process of the calcaneum appears elongated like an anteaters nose.,,Foot and Ankle
Ch7_Q30,Which of the following best describes a toe deformity where there is hyperextension at the metatarsophalangeal joint flexion at the proximal interphalangeal joint and flexion at the distal interphalangeal joint?,Claw toe,Hammer toe,Mallet toe,Curly toe,Bunionette,A,A claw toe has hyperextension at the MTP joint flexion at the PIP joint and flexion at the DIP joint. A hammer toe has hyperextension at MTP flexion at PIP and extension at DIP. A mallet toe has neutral MTP neutral PIP and flexion at DIP.,,Foot and Ankle
Ch8_Q1,A 12-year-old boy presents with a 2 month history of right knee pain after a fall. He has lost 3 kg in weight but is otherwise well. He is pale apyrexial and his right knee is slightly swollen and warm on examination. Plain radiographs reveal areas of dense sclerosis admixed with areas of radiolucency in the distal femoral metaphysis. Aggressive periosteal new bone formation is also noted. Which of the following is the most likely diagnosis?,Parosteal osteosarcoma,Periosteal osteosarcoma,High-grade intramedullary osteosarcoma,Telangiectatic osteosarcoma,Osteomyelitis,C,This vignette gives the classical presentation of osteosarcoma. The most common type of osteosarcoma is high-grade intramedullary osteosarcoma and usually occurs about the knee in adolescents and young adults. The primary presenting complaint is pain.,,Pathology
Ch8_Q2,Prognostic factors that adversely affect survival in osteosarcoma include expression of all of the following except?,Anti-shock protein 90 antibodies,Chemokine receptor type 4 CXCR-4,Alkaline phosphatase ALP,Vascular endothelial growth factor VEGF,P-glycoprotein,A,The absence not the expression of anti-shock protein 90 antibodies after chemotherapy for osteosarcoma is an adverse prognostic factor.,,Pathology
Ch8_Q3,A 28-year-old female presents to your clinic with progressively increasing pain in her left wrist. She has also recently been having repeated episodes of abdominal discomfort nausea and vomiting. A plain radiograph of the wrist reveals an eccentrically placed lytic lesion in the metaphysis and epiphysis with thinning of the cortex. You suspect a giant cell tumour of bone. What is the most appropriate next step in the management of this patient?,Perform a bone biopsy,Curettage alone,Curettage and phenolization,Curettage high-speed burr cement and bone graft,Check serum parathyroid hormone PTH and calcium,E,This vignette highlights the issue of undiagnosed hyperparathyroidism presenting with a lytic lesion that can be mistaken for a giant cell tumour. The patient has bone pain and gastrointestinal symptoms. A simple blood test looking for raised serum calcium and PTH will confirm the diagnosis.,,Pathology
Ch8_Q4,A 55-year-old male is diagnosed with a dedifferentiated chondrosarcoma of the femur which appears on MRI to have a significant extraosseous component. Distant staging has not revealed any metastases. What surgical stage would be assigned to this tumour according to the system of the Musculoskeletal Tumour Society MSTS?,IA,IB,IIA,IIB,IIIB,D,This is a high-grade tumour dedifferentiated chondrosarcoma which has invaded its natural anatomical barrier periosteum to become extraosseous and hence extracompartmental in the absence of metastases i.e. stage IIB.,,Pathology
Ch8_Q5,Which of the following describes the signal sequences on T1- and T2-weighted MRI imaging of a soft tissue sarcoma?,High T1 Moderate T2,Low T1 Moderate T2,Low T1 Low T2,Low T1 High T2,High T1 Low T2,D,Water cerebrospinal fluid and soft tissue tumours appear dark on T1 sequences and bright on T2 sequences.,,Pathology
Ch8_Q6,A 17-year-old boy presents with a haemarthrosis in the left knee. There is no history of trauma. His parents mention that they have recently noted their son having protracted bleeding from minor cuts. The patient also reports a long history of abdominal pain and diarrhoea. On examination the patient is of short stature and appears emaciated. Abdominal examination is unremarkable but an anal fissure is noted. Blood tests show a microcytic anaemia with a prolonged prothrombin time PT and a prolonged activated partial thromboplastin time APTT. Further evaluation of clotting factors is likely to show low levels of which of the following?,Factors II V VII IX and X,Factor VIII,Factor IX,von Willebrand factor,Factors II VII IX and X,E,The patient has Crohns disease affecting the terminal ileum resulting in malabsorption of fat-soluble vitamins including vitamin K. Factors II VII IX and X are the vitamin K-dependent clotting factors.,,Pathology
Ch8_Q7,Which one of the following is not true of articular cartilage composition in severe osteoarthritis?,Increased water content,Decreased chondroitin 4-sulphate concentration,Decreased collagen content,Decreased keratin sulphate chondroitin sulphate ratio,Decreased modulus of elasticity,B,Chondroitin sulphate concentration increases in osteoarthritis not decreases. This includes both chondroitin 4- and 6-sulphate.,,Pathology
Ch8_Q8,A 10-year-old boy presents with difficulty rising from a crouching position. On examination he is noted to be obese hypertensive and has multiple small bruises on his limbs. Which of the following investigations is most appropriate to yield the likely diagnosis?,Thyroid function tests,Serum creatine phosphokinase and muscle biopsy,Urine cortisol,Serum glucose,MRI pituitary gland,C,This child has features of Cushings syndrome. Obesity hypertension bruising and proximal myopathy are all features. The first step in establishing this diagnosis is to measure the urinary free cortisol.,,Pathology
Ch8_Q9,A 17-year-old boy sustains multiple fractures of his lower limbs during his first full season playing in the youth team for a premier league football club. On examination he is noted to have hepatomegaly. Radiographs of his lower limbs show dense sclerosis of his femora and tibiae with enlarged flask-shaped metaphyses. Which one of the following statements is true with regard to the underlying diagnosis?,The autosomal dominant form can lead to death in infancy,The number of osteoclasts are usually reduced,The disorder may result from a defect in the thyroid,The lacunae are characteristically empty,Albers-Schnberg disease is the autosomal recessive form,D,This patient has osteopetrosis. Histologically osteoclasts lack their normal brush border and empty lacunae with plugged Haversian canals are seen. The autosomal recessive form can lead to death during infancy and the autosomal dominant form Albers-Schnberg disease tends to have a more benign course.,,Pathology
Ch8_Q10,All of the following are true of cat scratch disease except?,The causative organism is Pasteurella multocida,The antibiotic of choice is azithromycin,Painful lymphadenitis is a feature,Aspiration of suppurative lymph nodes is acceptable treatment,Disease transmission is via a wound inflicted by a cat,A,The causative organism of cat scratch disease is Bartonella henselae not Pasteurella multocida.,,Pathology
Ch8_Q11,Vitamin D-resistant rickets is inherited as which of the following traits?,Autosomal dominant,Autosomal recessive,X-linked dominant,X-linked recessive,Non-Mendelian,C,Vitamin D-resistant rickets is inherited as an X-linked dominant trait.,,Pathology
Ch8_Q12,A 27-year-old male presents with a 1 year history of progressive pain and swelling in the tibia. Examination reveals anterior bowing of the tibia. Radiographs show multiple well-circumscribed lucent lesions separated by sclerotic bone in the tibial diaphysis. Histology shows epithelial-like cells in a glandular pattern on a background of fibrous stroma. What is the recommended treatment for this condition?,Close observation,Internal fixation and bone grafting,Chemotherapy wide surgical resection and limb salvage,Wide surgical resection and limb salvage,Extracorporeal radiotherapy,D,This patient has adamantinoma. Adamantinoma is treated with wide surgical excision. It is not sensitive to radiotherapy and chemotherapy is not used.,,Pathology
Ch8_Q13,The diagnostic criteria for ankylosing spondylitis include all of the following except?,HLA B27 positivity,Limitation of motion of the lumbar spine,History of pain in the lumbar spine,Limited chest expansion to 2.5 cm or less,Sacroiliac joint involvement,A,HLA B27 positivity is not part of the Modified New York Criteria for diagnosing ankylosing spondylitis.,,Pathology
Ch8_Q14,Which of the following tumours is least likely to involve the posterior elements of the spine?,Osteoid osteoma,Langerhans cell histiocytosis,Aneurysmal bone cyst,Osteoblastoma,Osteochondroma,B,Langerhans cell histiocytosis or eosinophilic granuloma is usually seen in the vertebral bodies of children and adolescents. The vertebral body tends to collapse producing the classical radiographic appearance of vertebra plana.,,Pathology
Ch8_Q15,All of the following principles must be adhered to when performing a biopsy of a bone tumour except?,The selection of the biopsy path should be made in consultation with the surgeon who will perform the definitive excision,The biopsy tract should be marked to allow excision at the time of definitive surgery,The biopsy should ideally be performed at the centre where the definitive excision is likely to be carried out,The tumour should be approached through normal tissue before entering the reactive zone,Use of frozen section to ensure that diagnostic tissue has been obtained,D,When performing a biopsy of a suspected bone tumour enter the tumour through the reactive zone not through normal tissue. The tumour should be approached through the reactive zone.,,Pathology
Ch8_Q16,What is the World Health Organization WHO definition of osteoporosis?,Bone mineral density less than 1 standard deviation below the mean of a young healthy adult,Bone mineral density at least 2.5 standard deviations below the mean of a young healthy adult,T score less than 2.5,T score more than 2.5,B and C,E,The WHO introduced definitions for osteoporosis in terms of T score thresholds of 2.5. A T score of 2.5 means that the bone mineral density is at least 2.5 standard deviations below the mean of a young healthy adult.,,Pathology
Ch8_Q17,Curettage and grafting is acceptable treatment for all of the following lesions except?,Osteoblastoma,Aneurysmal bone cyst,Osteofibrous dysplasia,Chondromyxoid fibroma,Fibrous dysplasia,C,Osteofibrous dysplasia occurs in children. Observation is recommended until skeletal maturity and therefore curettage and grafting is not appropriate. This line of management is controversial.,,Pathology
Ch8_Q18,A 30-year-old male presents with a bony growth arising from the proximal phalanx of his left middle finger which appeared 3 months ago and is steadily increasing in size and now causing discomfort. He denies a history of trauma. Radiographs demonstrate an irregular bony mass arising from the dorsolateral surface of the proximal phalanx. The matrix of the lesion contains mature bone. What is the diagnosis?,Osteochondroma,Noras disease,Periosteal chondroma,Parosteal osteosarcoma,Myositis ossificans,B,This patient has a bizarre parosteal osteochondromatous proliferation BPOP also known as Noras disease. This is a rare lesion that tends to occur in the hands and feet.,,Pathology
Ch8_Q19,Which one of the following benign tumours can metastasize to the lung?,Osteoid osteoma,Non-ossifying fibroma,Haemangioma,Eosinophilic granuloma,Chondroblastoma,E,Benign skeletal tumours rarely if ever metastasize to lung. The two exceptions to this rule are giant cell tumour up to 10% metastasize to lung and chondroblastoma.,,Pathology
Ch8_Q20,Which of the following lesions is least likely to affect the epiphysis?,Clear cell chondrosarcoma,Chondromyxoid fibroma,Giant cell tumour,Osteomyelitis,Chondroblastoma,B,Chondromyxoid fibroma typically produces a lytic lesion in the metaphysis not the epiphysis.,,Pathology
Ch8_Q21,Which of the following is not a feature of hypophosphatasia?,Decreased serum phosphate levels,Decreased alkaline phosphatase activity,Muscle hypotonia,Pathological fractures,Elevated urinary phosphoethanolamine,A,Hypophosphatasia is not associated with decreased serum levels of phosphate or calcium. Vitamin D and parathyroid hormone PTH levels are usually normal.,,Pathology
Ch8_Q22,All of the following are features of giant cell tumour of bone except?,The most common site in the axial skeleton is the sacrum,Located in an eccentric position along the long axis of a bone,Cross the physis,Metastasize to lung,Metaphyseal epiphyseal location,C,Giant cell tumour of bone occurs in young adults aged 25-40. The physis must be closed for the radiological criteria to be met. It does not cross the physis.,,Pathology
Ch8_Q23,Which of the following conditions presents with brachydactyly?,Aperts syndrome,Polands syndrome,Albrights hereditary osteodystrophy,Haemochromatosis,Hypoparathyroidism,C,Brachydactyly refers to short first fourth and fifth metacarpals and metatarsals. This is seen in pseudohypoparathyroidism otherwise known as Albrights hereditary osteodystrophy.,,Pathology
Ch8_Q24,A 70-year-old male presents with weight loss fatigue and back pain. Examination reveals hepatomegaly and axillary lymphadenopathy. Blood tests show a raised calcium and erythrocyte sedimentation rate. Serum protein electrophoresis reveals an M-protein spike with an elevated serum IgM level. Urinary Bence-Jones proteins are detected. Radiographs show lytic lesions in the T6 T8 and T9 vertebrae. These are cold on bone scan. Biopsy reveals intensely eosinophilic plasma cells. Which of the following is the most likely diagnosis?,Multiple myeloma,Plasmacytoma,POEMS syndrome,Waldenstrm macroglobulinaemia,Monoclonal gammopathy of undetermined significance,D,The M spike in Waldenstrm macroglobulinaemia is IgM whereas in multiple myeloma it is usually IgG. The intensely eosinophilic plasma cells are classic for Waldenstrm macroglobulinaemia.,,Pathology
Ch8_Q25,Which of the following is true regarding Olliers disease?,Autosomal dominant,Sarcomatous degeneration occurs in 30% of patients,Hand involvement is an uncommon feature,Incidence of conversion to chondrosarcoma is similar to Mafuccis syndrome,Onset is usually in adulthood,B,Olliers disease is a non-inherited disease characterized by multiple enchondromas. The risk of conversion to chondrosarcoma is 25-30% in Olliers disease.,,Pathology
Ch8_Q26,All of the following are features of McCune-Albright syndrome except?,Coast of Maine caf-au-lait patches,Precocious puberty,Ground glass appearance,Woven bone without osteoblastic rimming,Mutation of the Gi alpha subunit of a membrane G protein,E,McCune-Albright syndrome arises due to a genetic mutation in the Gs alpha subunit not the Gi subunit of a membrane G protein involved in cell signalling via the cAMP second messenger pathway.,,Pathology
Ch8_Q27,The commonest cause for a Charcots arthropathy in the upper limb is?,Hansens disease,Myelomeningocele,Diabetes,Tabes dorsalis,Syringomyelia,E,Syringomyelia is the most common cause for an upper limb Charcot joint. Diabetes is the most common cause for a lower limb Charcot joint.,,Pathology
Ch8_Q28,A 31-year-old male presents with stiffness and pain in his back and hips. Examination reveals a bluish-grey discolouration of his ear cartilage and sclera and decreased range of movement in his hips. His urine is noted to be black. Radiographs of his lumbar spine show multilevel disc degeneration. This patient most likely has a deficiency of which of the following enzymes?,Muscle phosphorylase,Hexosaminidase A,Cystathione b-synthase,Homogentisic acid oxidase,b-galactosidase,D,This patient has degenerative arthritis resulting from alkaptonuria also known as ochronosis. The deficient enzyme is homogentisic acid oxidase.,,Pathology
Ch8_Q29,A 2-year-old infant presents with seizures and hair loss. He is noted to have a positive Chvosteks sign and an electrocardiogram shows a prolonged QT interval. His parents say that he has also suffered from multiple infections since birth due to a T-cell deficiency. This childs syndrome is associated with failure of the development of which of the following embryonic structures?,Neural crest,Third and fourth pharyngeal pouches,Rathkes pouch,Foramen caecum,Urogenital ridge,B,This child has DiGeorge syndrome which is associated with failure of the development of the third and fourth pharyngeal pouches.,,Pathology
Ch8_Q30,Which one of the following is not a diagnostic criterion for rheumatoid arthritis according to the American Rheumatism Association?,Raised rheumatoid factor,Symmetric swelling arthritis for at least 6 weeks,Symmetrical muscle weakness,Rheumatoid nodules,Positive radiographic changes,C,Symmetrical muscle weakness is not a diagnostic criterion for rheumatoid arthritis according to the American Rheumatism Association.,,Pathology
Ch9_Q1,Which of the following is the most sensitive clinical sign for detection of developmental dysplasia of the hip DDH in a baby aged 6 months?,Galeazzi test,Asymmetric skin folds in the thighs,Limited hip abduction in flexion,Ortolanis test,Barlows test,C,Less than 60° of abduction at 90° of hip flexion is the most sensitive clinical test especially in the older child >3 months when the Barlow and Ortolani tests become less reliable. Neither the Barlow nor the Ortolani test will detect an irreducible dislocated hip.,,Paediatrics
Ch9_Q2,On an anteroposterior AP radiograph which of the following defines a BC border hip according to Herrings modified classification of Perthes disease?,A very narrow lateral pillar which is 50% of the original height,A lateral pillar with very little ossification with at least 50% of the original height,A lateral pillar with increased ossification with at least 50% of the original height,A lateral pillar with exactly 50% of the original height that is higher than the central pillar,Gages sign,B,The BC border hip is now defined as either 1) a very narrow lateral pillar (2 to 3 mm wide) that is 50% of the original height or 2) a lateral pillar with very little ossification but with at least 50% of the original height or 3) a lateral pillar with exactly 50% of the original height that is depressed relative to the central pillar.,,Paediatrics
Ch9_Q3,When treating slipped upper femoral epiphysis SUFE which of the following might be the sole indication for subcapital osteotomy?,Metaphyseal blanch sign,Southwick angle 60°,Avascular necrosis AVN,Femoral retroversion,Endocrinopathy,B,The most frequently quoted and used Southwick angle is measured on a frog lateral view of both hips. A Southwick angle >60° might be the sole indication for subcapital osteotomy.,,Paediatrics
Ch9_Q4,When investigating for the presence of femoroacetabular impingement FAI which of the following radiographic views is most likely to identify a cam lesion?,Cross table lateral,False profile,Frog lateral,Billings lateral,Dunn lateral,E,The Dunn lateral view with the hip flexed to 45° and abducted 20° is most likely to identify a cam lesion in femoroacetabular impingement.,,Paediatrics
Ch9_Q5,Which of the following is the best predictor of avascular necrosis AVN following hip fracture in children?,Fracture type and patient age,Open anatomical reduction and rigid internal fixation,Surgery within 36 hours and capsular decompression,Initial displacement and associated injuries,Hospital type and grade of surgeon,D,Initial displacement and associated injuries are the best predictors of avascular necrosis following hip fracture in children.,,Paediatrics
Ch9_Q6,A supracondylar fracture of the distal humerus with posterolateral displacement should be reduced by performing reduction manoeuvres in the following order?,Valgus Flexion Pronation,Varus Extension Supination,Valgus Extension Pronation,Traction Pronation Flexion,Varus Extension Pronation,D,"A supracondylar fracture with posterolateral displacement should be reduced by Traction, then Pronation, then Flexion.",,Paediatrics
Ch9_Q7,Following clubfoot surgery which of the following is the commonest residual deformity?,Forefoot adduction,Internal tibial torsion,Forefoot supination,Equinus,Hindfoot varus,C,Forefoot supination is the commonest residual deformity following clubfoot surgery.,,Paediatrics
Ch9_Q8,Which of the following is not a typical deformity/gait disturbance seen in cerebral palsy?,Toe walking,Wide-based gait,Hip adduction,Wrist flexion,Forearm supination,E,Forearm supination is not a typical deformity in cerebral palsy. Forearm pronation is more common.,,Paediatrics
Ch9_Q9,Which of the following is not a component of Kochers criteria when diagnosing septic arthritis of the hip?,Non-weight-bearing on the affected side,Erythrocyte sedimentation rate ESR greater than 40 mm/hr,Fever,White blood cell WBC count of 12 000/mm3,C-reactive protein CRP 20,E,"CRP >20 is not part of the original Kochers criteria. The four criteria are: non-weight bearing, fever >38.5°C, ESR >40 mm/hr, and WBC >12,000/mm³.",,Paediatrics
Ch9_Q10,Which of the following is not a characteristic abnormality in fibular hemimelia?,Genu valgum,Coxa vara,Posteromedial tibial bowing,Flattened tibial spine,Hypoplastic lateral femoral condyle,B,Coxa vara is not characteristic of fibular hemimelia. The other options are characteristic findings.,,Paediatrics
Ch9_Q11,Using the rule of thumb to the nearest half centimetre what is the combined remaining growth from the distal femoral and proximal tibial physes in a 12-year-old girl with a bone age matched to her chronological age?,2.0 cm,2.5 cm,3.0 cm,3.5 cm,4.0 cm,B,"Using the rule of thumb, a 12-year-old girl has approximately 2.5 cm of combined remaining growth from the distal femoral and proximal tibial physes.",,Paediatrics
Ch9_Q12,After the age of 4 the proximal femoral epiphysis receives its predominant blood supply via an increased contribution from which of the following?,Ligamentum teres,Metaphyseal vessels,Lateral circumflex vessels,Medial circumflex vessels,Anterosuperior branches,A,"After the age of 4, the proximal femoral epiphysis receives its predominant blood supply via an increased contribution from the ligamentum teres.",,Paediatrics
Ch9_Q13,Which of the following has the greatest specificity for non-accidental injury NAI?,Metaphyseal corner fractures,Skull fractures,Vertebral fractures,Isolated rib fractures,Scapular fractures,D,Isolated or multiple rib fractures are the most specific for non-accidental injury.,,Paediatrics
Ch9_Q14,Which is the least important risk factor associated with developmental dysplasia of the hip?,Female sex,Breech position,Positive family history,Gestational diabetes,First born child,D,Gestational diabetes is the least important risk factor. The most important risk factors are positive family history and breech position.,,Paediatrics
Ch9_Q15,Which of the following is not associated with rhabdomyosarcoma?,High malignancy,myoD1 protein,Most commonly a tumour of the head and neck,Chemoresistance,Radiosensitivity,D,"Rhabdomyosarcoma is not chemoresistant. It is treated with chemotherapy, wide surgical resection and external beam irradiation.",,Paediatrics
Ch9_Q16,In relation to Tillaux fractures in which order does the distal tibial physis close?,Central medial lateral anterior posterior,Central lateral medial anterior posterior,Central medial lateral posterior anterior,Central lateral medial posterior anterior,Medial central lateral posterior anterior,C,"The distal tibial physis closes in the order: Central, Medial, Lateral, Posterior, Anterior.",,Paediatrics
Ch9_Q17,In Risser staging an iliac apophysis showing 75% ossification represents which of the following?,Risser 1,Risser 2,Risser 3,Risser 4,Risser 5,C,Risser 3 represents 50-75% ossification of the iliac apophysis. At 75% it would be Risser 3.,,Paediatrics
Ch9_Q18,Which zone of the physis is predominantly affected by fibroblast growth factors?,Resting,Proliferative,Hypertrophic,Calcification,Primary spongiosa,B,Fibroblast growth factors predominantly affect the proliferative zone of the physis.,,Paediatrics
Ch9_Q19,Which of the following is not a feature of achondroplasia?,Long fibula,Normal sitting height,Short pedicles,Coxa vara,Radial head subluxation,D,Achondroplasia is associated with coxa valga not coxa vara. Spondyloepiphyseal dysplasia congenita is associated with coxa vara.,,Paediatrics
Ch9_Q20,Which of the following is not associated with spina bifida/neural tube defects?,Increased frequency of lower limb fractures,Increased maternal serum/amniotic fluid alpha-fetoprotein levels,Hyperhomocysteinaemia,Budd-Chiari syndrome,Syringomyelia,D,Budd-Chiari syndrome (hepatic vein occlusion) is unrelated to neural tube defects.,,Paediatrics
Ch9_Q21,Regarding endotracheal intubation in paediatric trauma which of the following is not a consideration of airway management in children compared to adults?,Large occiput,Large tongue,Anterior larynx,Greater accumulation of secretions,More difficult cord visualization in neutral position,E,Cord visualization is actually easier in the neutral position in children. The large occiput naturally flexes the C-spine in children.,,Paediatrics
Ch9_Q22,Which of the following procedures is appropriate in the setting of an increased TT-TG tibial tuberosity-centre of trochlear groove offset 15 mm in the treatment of chronic patellofemoral instability?,Elmslie-Trillat procedure,Distalizing tibial tubercle transfer,Trochleoplasty,Lateral release,Medial patellofemoral ligament MPFL reconstruction,A,The Elmslie-Trillat procedure is appropriate when TT-TG offset is >15 mm. This involves medializing the tibial tubercle.,,Paediatrics
Ch9_Q23,Regarding embryological limb bud formation which of the following is responsible for longitudinal growth of the limb?,Sonic hedgehog genes,Apoptosis,Homeobox genes,Noggin,Zone of proliferating activity,C,Homeobox genes are responsible for longitudinal growth of the limb.,,Paediatrics
Ch9_Q24,Which of the following statements is incorrect Ultrasound examination is an imperfect screening tool in the diagnosis of developmental dysplasia of the hip DDH because?,DDH has a known incidence,There is an accepted and effective treatment,Examination is acceptable to the carers,The effect of early treatment is unknown,Non-invasive treatment causes avascular necrosis AVN,E,Non-invasive treatments like the Pavlik harness carry a risk of AVN but do not always cause it. This statement is incorrect as phrased.,,Paediatrics
Ch9_Q25,Regarding tarsal coalition which of the following is not associated with a calcaneonavicular bar?,Autosomal dominance,Anteater sign,Posterior facet subtalar arthrosis,Presentation at 12-16 years,20% incidence of multiple coalitions,D,Calcaneonavicular coalitions present earlier at 8-12 years. Talocalcaneal coalitions present at 12-16 years.,,Paediatrics
Ch9_Q26,Regarding congenital hand anomalies which of the following is characterized by fixed ulnar bowing of a digit?,Brachysyndactyly,Camptodactyly,Clinodactyly,Acrosyndactyly,Symphalangism,C,"Clinodactyly is characterized by fixed ulnar bowing of a digit, most commonly the little finger.",,Paediatrics
Ch9_Q27,Which is the most common site of pelvic apophyseal avulsion fractures?,Lesser trochanter,Anterior superior iliac spine ASIS,Anterior inferior iliac spine AIIS,Pubic tubercle,Ischial tuberosity,E,The ischial tuberosity is the most common site of pelvic apophyseal avulsion fractures.,,Paediatrics
Ch9_Q28,On a pelvic radiograph which line passes through the inferior teardrop and joins the superolateral and inferomedial aspects of the bony socket?,Hilgenreiners,Perkins,Shentons,Wibergs,Sharps,E,Sharps angle is formed by the intersection of a horizontal line at the inferior teardrop and a line passing through it that joins the superolateral and inferomedial aspects of the bony socket.,,Paediatrics
Ch9_Q29,Regarding obstetric brachial plexus injuries which of the following is not typically associated with Erbs palsy?,Anterior shoulder dislocation,Shoulder adduction,Elbow extension,Increased likelihood of skin infections,Forearm pronation,A,Erbs palsy leads to posterior rather than anterior shoulder instability. The characteristic deformity includes shoulder adduction and internal rotation.,,Paediatrics
Ch9_Q30,According to Rubins classification of skeletal dysplasias where would you place Trevors disease?,Epiphyseal hyperplasia,Physeal hypoplasia,Metaphyseal hypoplasia,Metaphyseal hyperplasia,Diaphyseal hyperplasia,A,Trevors disease (dysplasia epiphysealis hemimelica) is classified as epiphyseal hyperplasia.,,Paediatrics
Ch10_Q1,Which of the following best describes a ThompsonEpstein type V injury?,Posterior hip dislocation with minor fracture,Posterior hip dislocation with large single fracture of posterior acetabular rim,Posterior hip dislocation with comminution of rim of acetabulum,Posterior hip dislocation with fracture of acetabular floor and femoral head fracture,Posterior hip dislocation with femoral head fracture,E,ThompsonEpstein type V is a posterior hip dislocation with fracture of the femoral head. These are further classified by Pipkin according to the femoral head fracture location.,,Trauma
Ch10_Q2,Which of the following best describes a Schatzker type V tibial plateau fracture?,Lateral splitwedge fracture,Lateral splitwedge fracture which is depressed,Pure depression fracture without a split,Fracture of the medial plateau,Bicondylar fracture,E,Schatzker type V is a bicondylar fracture. Type VI includes metaphyseal-diaphyseal discontinuity. ACL injuries are more common in type V and VI fractures.,,Trauma
Ch10_Q3,A 27-year-old man sustains a femoral neck fracture. All of the following would be indications for anatomical reduction and internal fixation except?,Garden stage I,Garden stage II,Garden stage III,Garden stage IV,Under the age of 65,D,Garden stage IV femoral neck fractures in young patients may be better treated with anatomical reduction and internal fixation but have high rates of avascular necrosis and non-union. Stages I-III typically undergo internal fixation in young patients.,,Trauma
Ch10_Q4,A 41-year-old man sustains a minimally displaced distal radius fracture and is treated in a cast for 4 weeks. He presents 14 weeks later with dorsal wrist pain. What is the most likely diagnosis?,Rupture of the extensor pollicis longus EPL tendon,Rupture of the extensor indicis proprius EIP tendon,Missed scaphoid fracture,De Quervains tenosynovitis,Arthritis of the first carpometacarpal joint,A,Rupture of EPL can occur as a late complication following distal radius fracture due to vascular compromise in Lister tubercle region. It typically presents weeks after the initial injury.,,Trauma
Ch10_Q5,Which of the following inflammatory mediators has been most closely associated with the magnitude of the inflammatory response to blunt trauma and with the development of multiple organ dysfunction syndrome MODS?,Interleukin-1 IL-1,Beta human chorionic gonadotrophin -HCG,Tumour necrosis factor beta TGF-,Tumour necrosis factor alpha TNF-a,Interleukin-6 IL-6,E,Interleukin-6 IL-6 has been most closely associated with the magnitude of inflammatory response to blunt trauma and development of MODS.,,Trauma
Ch10_Q6,Which of the following is true regarding scapholunate dissociation?,A scapholunate distance of more than 1 mm is diagnostic,An MRI scan is mandatory,The Madonna sign is diagnostic,The cortical ring sign is produced by cortex of distal pole of palmar flexed scaphoid,On the lateral view a scapholunate angle of 40-45° suggests scapholunate dissociation,D,The cortical ring sign is produced by the cortex of the distal pole of the palmar flexed scaphoid. A scapholunate angle >60° suggests dissociation and a scapholunate distance >3 mm is diagnostic.,,Trauma
Ch10_Q7,With reference to injuries around the elbow which of the following statements is false?,A type III coronoid fracture involves more than half of the coronoid,The anterior oblique portion of the medial collateral ligament is the primary stabilizer of the elbow to valgus stress,The lateral collateral ligament is a stabilizer of the elbow to varus stress,The combination of dislocation coronoid fracture and radial head fracture is known colloquially as the terrible triad,The posterior transverse portion of medial collateral ligament is the primary stabilizer of the elbow to valgus stress,E,The anterior oblique portion not the posterior transverse portion of the medial collateral ligament is the primary stabilizer to valgus stress.,,Trauma
Ch10_Q8,Functional bracing for a humeral diaphyseal fracture relies upon which type of bone healing?,Enchondral ossification,Primary bone healing,Haversian remodelling,Healing with osteons,Appositional bone growth,A,Functional bracing relies on enchondral ossification secondary bone healing with callus formation.,,Trauma
Ch10_Q9,An 86-year-old man falls and sustains a minimally displaced proximal humerus fracture. What is the best way to manage him?,Physiotherapy and passive range of motion 10 days following the injury,Immobilization for 4 weeks in a sling,Physiotherapy the following day with range of motion exercises,Intramedullary nail fixation,Urgent open reduction and locking plate fixation,C,Minimally displaced proximal humerus fractures in elderly patients are best managed with early mobilization and physiotherapy to prevent stiffness.,,Trauma
Ch10_Q10,When considering spinal fractures which of the following is true?,AO type A fractures are rotational injuries,AO type B fractures are rotational injuries,Finger abduction is under the control of the C7 nerve root,A Chance fracture is a two-column extension injury,In a thoracic cord injury the return of the bulbocavernosus reflex signals the termination of spinal shock,E,The return of the bulbocavernosus reflex signals the termination of spinal shock. AO type B are distraction injuries and Chance fractures are flexion-distraction injuries.,,Trauma
Ch10_Q11,A 30-year-old woman is involved in a road traffic accident and is found to have a pelvic symphysis separation of 4 cm and a sacral fracture. She undergoes a normal secondary survey and is haemodynamically stable. Definitive fixation should involve which of the following?,Skeletal traction for 3 months,Internal fixation of the symphysis pubis with anterior external fixation,Internal fixation of the symphysis pubis and internal fixation of the sacrum,Posterior only external fixation,Anterior only external fixation,C,Unstable pelvic ring injuries with anterior and posterior disruption require both anterior and posterior internal fixation for optimal stability.,,Trauma
